source_text,target_text
00fa00000006030100010001:00fa0000000403010100|00fb00000006010300010001:,00fb000000050103020000
00fb00000006040100020001:00fb0000000404010100|00fb00000006040100020001:,00fb0000000404010100
00fc00000006020100010001:00fc0000000402010100|007e00000006240100240001:,007e0000000424010100
00fc00000006010300010001:00fc000000050103020000|00fc00000006010300010001:,00fc000000050103020000
00fd00000006010300010001:00fd000000050103020000|00fd00000006020300020001:,00fd000000050203020000
00fd00000006020300020001:00fd000000050203020000|00fe00000006020100010001:,00fe0000000402010100
00fe00000006050300030001:00fe000000050503020000|00fe00000006050300030001:,00fe000000050503020000
00ff00000006010300010001:00ff000000050103020000|00ff00000006030100010001:,00ff0000000403010100
007f00000006250100250001:007f0000000425010100|00ff00000006030100010001:,00ff0000000403010100
010000000006020100010001:01000000000402010100|010000000006040100020001:,01000000000404010100
010000000006040100020001:01000000000404010100|010100000006010300010001:,0101000000050103020000
010100000006010300010001:0101000000050103020000|010100000006010300010001:,0101000000050103020000
010200000006020100010001:01020000000402010100|010200000006020300020001:,0102000000050203020000
010200000006020300020001:0102000000050203020000|010300000006010300010001:,0103000000050103020000
010300000006050300030001:0103000000050503020000|010300000006050300030001:,0103000000050503020000
010400000006020100010001:01040000000402010100|010400000006030100010001:,01040000000403010100
008000000006260100260001:00800000000426010100|010400000006030100010001:,01040000000403010100
010500000006010300010001:0105000000050103020000|010500000006040100020001:,01050000000404010100
010500000006040100020001:01050000000404010100|010600000006020100010001:,01060000000402010100
010600000006010300010001:0106000000050103020000|010600000006010300010001:,0106000000050103020000
010700000006010300010001:0107000000050103020000|010700000006020300020001:,0107000000050203020000
010700000006020300020001:0107000000050203020000|010800000006020100010001:,01080000000402010100
010800000006050300030001:0108000000050503020000|010800000006050300030001:,0108000000050503020000
010900000006010300010001:0109000000050103020000|010900000006030100010001:,01090000000403010100
010900000006030100010001:01090000000403010100|010a00000006020100010001:,010a0000000402010100
008100000006270100270001:00810000000427010100|010a00000006040100020001:,010a0000000404010100
000100000006000600020000:000100000006000600020000|010a00000006040100020001:,010a0000000404010100
010b00000006010300010001:010b000000050103020000|010b00000006010300010001:,010b000000050103020000
010b00000006010300010001:010b000000050103020000|010c00000006020100010001:,010c0000000402010100
010c00000006020300020001:010c000000050203020000|008200000006280100280001:,00820000000428010100
010c00000006020300020001:010c000000050203020000|010d00000006010300010001:,010d000000050103020000
010d00000006050300030001:010d000000050503020000|010d00000006050300030001:,010d000000050503020000
010e00000006020100010001:010e0000000402010100|010e00000006030100010001:,010e0000000403010100
010e00000006030100010001:010e0000000403010100|010f00000006010300010001:,010f000000050103020000
010f00000006040100020001:010f0000000404010100|010f00000006040100020001:,010f0000000404010100
011000000006020100010001:01100000000402010100|011000000006010300010001:,0110000000050103020000
011000000006010300010001:0110000000050103020000|011100000006010300010001:,0111000000050103020000
011100000006020300020001:0111000000050203020000|000100000006000600020000:,000100000006000600020000
011100000006020300020001:0111000000050203020000|008300000006290100290001:,00830000000429010100
011200000006020100010001:01120000000402010100|011200000006050300030001:,0112000000050503020000
011200000006050300030001:0112000000050503020000|011300000006010300010001:,0113000000050103020000
011300000006030100010001:01130000000403010100|011300000006030100010001:,01130000000403010100
011400000006020100010001:01140000000402010100|011400000006040100020001:,01140000000404010100
011400000006040100020001:01140000000404010100|011500000006010300010001:,0115000000050103020000
011500000006010300010001:0115000000050103020000|011500000006010300010001:,0115000000050103020000
011600000006020100010001:01160000000402010100|011600000006020300020001:,0116000000050203020000
011600000006020300020001:0116000000050203020000|0084000000062a01002a0001:,0084000000042a010100
011700000006010300010001:0117000000050103020000|011700000006050300030001:,0117000000050503020000
011700000006050300030001:0117000000050503020000|011800000006020100010001:,01180000000402010100
011800000006030100010001:01180000000403010100|011800000006030100010001:,01180000000403010100
011900000006010300010001:0119000000050103020000|011900000006040100020001:,01190000000404010100
011900000006040100020001:01190000000404010100|0085000000062b01002b0001:,0085000000042b010100
011a00000006020100010001:011a0000000402010100|011a00000006010300010001:,011a000000050103020000
011a00000006010300010001:011a000000050103020000|011b00000006010300010001:,011b000000050103020000
011b00000006020300020001:011b000000050203020000|011b00000006020300020001:,011b000000050203020000
011c00000006020100010001:011c0000000402010100|011c00000006050300030001:,011c000000050503020000
011c00000006050300030001:011c000000050503020000|011d00000006010300010001:,011d000000050103020000
011d00000006030100010001:011d0000000403010100|011d00000006030100010001:,011d0000000403010100
011e00000006020100010001:011e0000000402010100|011e00000006040100020001:,011e0000000404010100
011e00000006040100020001:011e0000000404010100|0086000000062c01002c0001:,0086000000042c010100
011f00000006010300010001:011f000000050103020000|011f00000006010300010001:,011f000000050103020000
011f00000006010300010001:011f000000050103020000|012000000006020100010001:,01200000000402010100
012000000006020300020001:0120000000050203020000|012000000006020300020001:,0120000000050203020000
012100000006010300010001:0121000000050103020000|012100000006050300030001:,0121000000050503020000
012100000006050300030001:0121000000050503020000|012200000006020100010001:,01220000000402010100
012200000006030100010001:01220000000403010100|012200000006030100010001:,01220000000403010100
012300000006010300010001:0123000000050103020000|012300000006040100020001:,01230000000404010100
012300000006040100020001:01230000000404010100|012400000006020100010001:,01240000000402010100
0087000000062d01002d0001:0087000000042d010100|012400000006010300010001:,0124000000050103020000
012400000006010300010001:0124000000050103020000|012500000006010300010001:,0125000000050103020000
012500000006020300020001:0125000000050203020000|012500000006020300020001:,0125000000050203020000
012600000006020100010001:01260000000402010100|012600000006050300030001:,0126000000050503020000
012600000006050300030001:0126000000050503020000|012700000006010300010001:,0127000000050103020000
0088000000062e01002e0001:0088000000042e010100|012700000006030100010001:,01270000000403010100
012700000006030100010001:01270000000403010100|012800000006020100010001:,01280000000402010100
012800000006040100020001:01280000000404010100|012800000006040100020001:,01280000000404010100
012900000006010300010001:0129000000050103020000|012900000006010300010001:,0129000000050103020000
012900000006010300010001:0129000000050103020000|012a00000006020100010001:,012a0000000402010100
012a00000006020300020001:012a000000050203020000|012a00000006020300020001:,012a000000050203020000
012b00000006010300010001:012b000000050103020000|012b00000006050300030001:,012b000000050503020000
012b00000006050300030001:012b000000050503020000|012c00000006020100010001:,012c0000000402010100
012c00000006030100010001:012c0000000403010100|0089000000062f01002f0001:,0089000000042f010100
012c00000006030100010001:012c0000000403010100|012d00000006010300010001:,012d000000050103020000
012d00000006040100020001:012d0000000404010100|012d00000006040100020001:,012d0000000404010100
012e00000006020100010001:012e0000000402010100|012e00000006010300010001:,012e000000050103020000
012e00000006010300010001:012e000000050103020000|012f00000006010300010001:,012f000000050103020000
012f00000006020300020001:012f000000050203020000|012f00000006020300020001:,012f000000050203020000
013000000006020100010001:01300000000402010100|013000000006050300030001:,0130000000050503020000
013000000006050300030001:0130000000050503020000|013100000006010300010001:,0131000000050103020000
013100000006030100010001:01310000000403010100|013100000006030100010001:,01310000000403010100
008a00000006300100300001:008a0000000430010100|013200000006020100010001:,01320000000402010100
013200000006040100020001:01320000000404010100|013200000006040100020001:,01320000000404010100
013300000006010300010001:0133000000050103020000|013300000006010300010001:,0133000000050103020000
013300000006010300010001:0133000000050103020000|013400000006020100010001:,01340000000402010100
008b00000006310100310001:008b0000000431010100|013400000006020300020001:,0134000000050203020000
013400000006020300020001:0134000000050203020000|013500000006010300010001:,0135000000050103020000
013500000006050300030001:0135000000050503020000|013500000006050300030001:,0135000000050503020000
013600000006020100010001:01360000000402010100|013600000006030100010001:,01360000000403010100
013600000006030100010001:01360000000403010100|013700000006010300010001:,0137000000050103020000
013700000006040100020001:01370000000404010100|013700000006040100020001:,01370000000404010100
013800000006020100010001:01380000000402010100|013800000006010300010001:,0138000000050103020000
013800000006010300010001:0138000000050103020000|013900000006010300010001:,0139000000050103020000
013900000006020300020001:0139000000050203020000|008c00000006010300010001:,008c000000050103020000
013900000006020300020001:0139000000050203020000|013a00000006020100010001:,013a0000000402010100
013a00000006050300030001:013a000000050503020000|013a00000006050300030001:,013a000000050503020000
013b00000006010300010001:013b000000050103020000|013b00000006030100010001:,013b0000000403010100
013b00000006030100010001:013b0000000403010100|013c00000006020100010001:,013c0000000402010100
013c00000006040100020001:013c0000000404010100|013c00000006040100020001:,013c0000000404010100
013d00000006010300010001:013d000000050103020000|013d00000006010300010001:,013d000000050103020000
013d00000006010300010001:013d000000050103020000|013e00000006020100010001:,013e0000000402010100
013e00000006020300020001:013e000000050203020000|013e00000006020300020001:,013e000000050203020000
013f00000006010300010001:013f000000050103020000|008d00000006020300020001:,008d000000050203020000
013f00000006050300030001:013f000000050503020000|013f00000006050300030001:,013f000000050503020000
014000000006020100010001:01400000000402010100|014000000006030100010001:,01400000000403010100
014000000006030100010001:01400000000403010100|014100000006010300010001:,0141000000050103020000
008e00000006040300030001:008e000000050403020000|014100000006040100020001:,01410000000404010100
014100000006040100020001:01410000000404010100|014200000006020100010001:,01420000000402010100
014200000006010300010001:0142000000050103020000|014200000006010300010001:,0142000000050103020000
014300000006010300010001:0143000000050103020000|014300000006020300020001:,0143000000050203020000
014300000006020300020001:0143000000050203020000|014400000006020100010001:,01440000000402010100
014400000006050300030001:0144000000050503020000|014400000006050300030001:,0144000000050503020000
014500000006010300010001:0145000000050103020000|014500000006030100010001:,01450000000403010100
014500000006030100010001:01450000000403010100|014600000006020100010001:,01460000000402010100
014600000006040100020001:01460000000404010100|014600000006040100020001:,01460000000404010100
008f00000006030300040001:008f000000050303020000|014700000006010300010001:,0147000000050103020000
014700000006010300010001:0147000000050103020000|014700000006010300010001:,0147000000050103020000
014800000006020100010001:01480000000402010100|014800000006020300020001:,0148000000050203020000
014800000006020300020001:0148000000050203020000|014900000006010300010001:,0149000000050103020000
014900000006050300030001:0149000000050503020000|014900000006050300030001:,0149000000050503020000
014a00000006020100010001:014a0000000402010100|014a00000006030100010001:,014a0000000403010100
014a00000006030100010001:014a0000000403010100|014b00000006010300010001:,014b000000050103020000
014b00000006040100020001:014b0000000404010100|014b00000006040100020001:,014b0000000404010100
014c00000006020100010001:014c0000000402010100|009000000006050300050001:,0090000000050503020000
014c00000006010300010001:014c000000050103020000|014c00000006010300010001:,014c000000050103020000
014d00000006010300010001:014d000000050103020000|014d00000006020300020001:,014d000000050203020000
014d00000006020300020001:014d000000050203020000|014e00000006020100010001:,014e0000000402010100
014e00000006050300030001:014e000000050503020000|009100000006140100140001:,00910000000414010100
014e00000006050300030001:014e000000050503020000|014f00000006010300010001:,014f000000050103020000
014f00000006030100010001:014f0000000403010100|014f00000006030100010001:,014f0000000403010100
015000000006020100010001:01500000000402010100|015000000006040100020001:,01500000000404010100
015000000006040100020001:01500000000404010100|015100000006010300010001:,0151000000050103020000
015100000006010300010001:0151000000050103020000|015100000006010300010001:,0151000000050103020000
015200000006020100010001:01520000000402010100|015200000006020300020001:,0152000000050203020000
015200000006020300020001:0152000000050203020000|015300000006010300010001:,0153000000050103020000
015300000006050300030001:0153000000050503020000|015300000006050300030001:,0153000000050503020000
015400000006020100010001:01540000000402010100|009200000006150100150001:,00920000000415010100
015400000006030100010001:01540000000403010100|015400000006030100010001:,01540000000403010100
015500000006010300010001:0155000000050103020000|015500000006040100020001:,01550000000404010100
015500000006040100020001:01550000000404010100|015600000006020100010001:,01560000000402010100
015600000006010300010001:0156000000050103020000|015600000006010300010001:,0156000000050103020000
015700000006010300010001:0157000000050103020000|015700000006020300020001:,0157000000050203020000
015700000006020300020001:0157000000050203020000|015800000006020100010001:,01580000000402010100
015800000006050300030001:0158000000050503020000|015800000006050300030001:,0158000000050503020000
015900000006010300010001:0159000000050103020000|009300000006160100160001:,00930000000416010100
015900000006030100010001:01590000000403010100|015900000006030100010001:,01590000000403010100
015a00000006020100010001:015a0000000402010100|015a00000006040100020001:,015a0000000404010100
015a00000006040100020001:015a0000000404010100|015b00000006010300010001:,015b000000050103020000
