step,csv-train_loss_step,csv-epoch,csv-val_loss_step,csv-val_loss_epoch,csv-train_loss_epoch,csv-accuracy/validator,csv-accuracy/exact
45,0.8707050681114197,2,,,,,
46,0.8617488145828247,2,,,,,
47,0.9266446828842163,2,,,,,
48,0.8326148986816406,2,,,,,
49,0.7945261001586914,2,,,,,
50,0.809013843536377,2,,,,,
51,0.77458655834198,2,,,,,
52,0.6983370184898376,2,,,,,
53,0.8827704787254333,2,,,,,
54,0.8441076278686523,2,,,,,
55,0.7567036151885986,2,,,,,
56,0.8809651136398315,2,,,,,
57,0.6886501312255859,2,,,,,
58,0.7227113842964172,2,,,,,
59,0.813575804233551,2,,,,,
6,,,0.5672938823699951,,,,
7,,,0.6456749439239502,,,,
8,,,0.3749220073223114,,,,
59,,2,,0.5699219703674316,,,
59,,2,,,0.8424264192581177,0.0,0.0
60,0.6855725646018982,3,,,,,
61,0.5893781781196594,3,,,,,
62,0.7904101610183716,3,,,,,
63,0.6638981103897095,3,,,,,
64,0.7901583313941956,3,,,,,
65,0.8909817337989807,3,,,,,
66,0.6660284399986267,3,,,,,
67,0.5865491628646851,3,,,,,
68,0.5019087195396423,3,,,,,
69,0.515521764755249,3,,,,,
70,0.49836084246635437,3,,,,,
71,0.5730729103088379,3,,,,,
72,0.5293261408805847,3,,,,,
73,0.5397173166275024,3,,,,,
74,0.6824939846992493,3,,,,,
75,0.5524478554725647,3,,,,,
76,0.5367053151130676,3,,,,,
77,0.38522300124168396,3,,,,,
78,0.5115707516670227,3,,,,,
79,0.44853460788726807,3,,,,,
9,,,0.395376056432724,,,,
10,,,0.49476104974746704,,,,
11,,,0.15210124850273132,,,,
79,,3,,0.3988105356693268,,,
79,,3,,,0.6006971001625061,0.0,0.0
80,0.4683871567249298,4,,,,,
81,0.5790400505065918,4,,,,,
82,0.4703422486782074,4,,,,,
83,0.45230987668037415,4,,,,,
84,0.42916494607925415,4,,,,,
85,0.41598376631736755,4,,,,,
86,0.5798977613449097,4,,,,,
87,0.33450040221214294,4,,,,,
88,0.3497736155986786,4,,,,,
89,0.3451578915119171,4,,,,,
90,0.4289461076259613,4,,,,,
91,0.6383762359619141,4,,,,,
92,0.38361915946006775,4,,,,,
93,0.29508882761001587,4,,,,,
94,0.25580424070358276,4,,,,,
95,0.5127845406532288,4,,,,,
96,0.4550476372241974,4,,,,,
97,0.5142830014228821,4,,,,,
98,0.32208460569381714,4,,,,,
99,0.511716902256012,4,,,,,
12,,,0.19754277169704437,,,,
13,,,0.3206045627593994,,,,
14,,,0.09302683174610138,,,,
99,,4,,0.23285575211048126,,,
99,,4,,,0.43520256876945496,0.0,0.0
100,0.397858202457428,5,,,,,
101,0.41253340244293213,5,,,,,
102,0.23902955651283264,5,,,,,
103,0.29114437103271484,5,,,,,
104,0.4228585660457611,5,,,,,
105,0.24925099313259125,5,,,,,
106,0.22851115465164185,5,,,,,
107,0.20731984078884125,5,,,,,
108,0.20080183446407318,5,,,,,
109,0.33921852707862854,5,,,,,
110,0.4625936448574066,5,,,,,
111,0.44485294818878174,5,,,,,
112,0.24052031338214874,5,,,,,
113,0.18514566123485565,5,,,,,
114,0.27977269887924194,5,,,,,
115,0.36904212832450867,5,,,,,
116,0.27255845069885254,5,,,,,
117,0.24414484202861786,5,,,,,
118,0.21487505733966827,5,,,,,
119,0.310092955827713,5,,,,,
15,,,0.12986385822296143,,,,
16,,,0.2504768967628479,,,,
17,,,0.055772244930267334,,,,
119,,5,,0.16894961893558502,,,
119,,5,,,0.30036303400993347,0.0833333358168602,0.0416666679084301
120,0.24956673383712769,6,,,,,
121,0.1794389933347702,6,,,,,
122,0.34389835596084595,6,,,,,
123,0.15683363378047943,6,,,,,
124,0.26019996404647827,6,,,,,
125,0.20510560274124146,6,,,,,
126,0.29798781871795654,6,,,,,
127,0.23314626514911652,6,,,,,
128,0.1424616277217865,6,,,,,
129,0.17726047337055206,6,,,,,
130,0.18376880884170532,6,,,,,
131,0.226273775100708,6,,,,,
132,0.2683105766773224,6,,,,,
133,0.2299814224243164,6,,,,,
134,0.3007023334503174,6,,,,,
135,0.2593601644039154,6,,,,,
136,0.25368136167526245,6,,,,,
137,0.10254058241844177,6,,,,,
138,0.17068146169185638,6,,,,,
139,0.17775958776474,6,,,,,
18,,,0.0805959701538086,,,,
19,,,0.1816880851984024,,,,
20,,,0.03136814758181572,,,,
139,,6,,0.11538825184106827,,,
139,,6,,,0.2220553606748581,0.375,0.3333333432674408
140,0.107994943857193,7,,,,,
141,0.21318234503269196,7,,,,,
142,0.18198633193969727,7,,,,,
143,0.09029228985309601,7,,,,,
144,0.12175251543521881,7,,,,,
145,0.09382451325654984,7,,,,,
146,0.14486832916736603,7,,,,,
147,0.22378668189048767,7,,,,,
148,0.2643357813358307,7,,,,,
149,0.3058955669403076,7,,,,,
150,0.2054617553949356,7,,,,,
151,0.09539418667554855,7,,,,,
152,0.12676554918289185,7,,,,,
153,0.14637675881385803,7,,,,,
154,0.2018706053495407,7,,,,,
155,0.1695164293050766,7,,,,,
156,0.23789384961128235,7,,,,,
157,0.31808945536613464,7,,,,,
158,0.1256721466779709,7,,,,,
159,0.19453759491443634,7,,,,,
21,,,0.06700319051742554,,,,
22,,,0.14622169733047485,,,,
23,,,0.023409578949213028,,,,
159,,7,,0.09347514808177948,,,
159,,7,,,0.1780630201101303,0.75,0.7083333134651184
160,0.26645466685295105,8,,,,,
161,0.23895496129989624,8,,,,,
162,0.15947982668876648,8,,,,,
163,0.23791372776031494,8,,,,,
164,0.12732848525047302,8,,,,,
165,0.18063382804393768,8,,,,,
166,0.13457873463630676,8,,,,,
167,0.11659146100282669,8,,,,,
168,0.2560935616493225,8,,,,,
169,0.08255498856306076,8,,,,,
170,0.17857316136360168,8,,,,,
171,0.08475644141435623,8,,,,,
172,0.08011041581630707,8,,,,,
173,0.17468926310539246,8,,,,,
174,0.14974841475486755,8,,,,,
175,0.1384299248456955,8,,,,,
176,0.10150180757045746,8,,,,,
177,0.09276759624481201,8,,,,,
178,0.22442053258419037,8,,,,,
179,0.0598594956099987,8,,,,,
24,,,0.04987918213009834,,,,
25,,,0.14151796698570251,,,,
26,,,0.007870838046073914,,,,
179,,8,,0.08183103799819946,,,
179,,8,,,0.15669287741184235,0.7916666865348816,0.75
180,0.20710165798664093,9,,,,,
181,0.09870318323373795,9,,,,,
182,0.07555630803108215,9,,,,,
183,0.38623690605163574,9,,,,,
184,0.2578480541706085,9,,,,,
185,0.15833666920661926,9,,,,,
186,0.16566327214241028,9,,,,,
187,0.03801879286766052,9,,,,,
188,0.08383359760046005,9,,,,,
189,0.10494117438793182,9,,,,,
190,0.11344333738088608,9,,,,,
191,0.0840706080198288,9,,,,,
192,0.137143075466156,9,,,,,
193,0.11450229585170746,9,,,,,
194,0.07378356903791428,9,,,,,
195,0.08020790666341782,9,,,,,
196,0.11853447556495667,9,,,,,
197,0.06456082314252853,9,,,,,
198,0.12415530532598495,9,,,,,
199,0.051482122391462326,9,,,,,
27,,,0.04941399767994881,,,,
28,,,0.12469399720430374,,,,
29,,,0.007974836975336075,,,,
199,,9,,0.07456781715154648,,,
199,,9,,,0.1288401037454605,0.9166666865348816,0.875
200,0.16293279826641083,10,,,,,
201,0.05419304221868515,10,,,,,
202,0.1475919485092163,10,,,,,
203,0.08269873261451721,10,,,,,
204,0.08774677664041519,10,,,,,
205,0.06964603811502457,10,,,,,
206,0.06877421587705612,10,,,,,
207,0.1346026211977005,10,,,,,
208,0.1181875616312027,10,,,,,
209,0.08438355475664139,10,,,,,
210,0.14140580594539642,10,,,,,
211,0.23318220674991608,10,,,,,
212,0.1188962459564209,10,,,,,
213,0.10146381705999374,10,,,,,
214,0.1707683652639389,10,,,,,
215,0.1195458322763443,10,,,,,
216,0.12054968625307083,10,,,,,
217,0.12548476457595825,10,,,,,
218,0.1387222707271576,10,,,,,
219,0.06795872747898102,10,,,,,
30,,,0.036584071815013885,,,,
31,,,0.1100592166185379,,,,
32,,,0.005405238829553127,,,,
219,,10,,0.06259799748659134,,,
219,,10,,,0.11870542168617249,1.0,0.9583333134651184
220,0.10368742793798447,11,,,,,
221,0.10312552005052567,11,,,,,
222,0.06400931626558304,11,,,,,
223,0.08572495728731155,11,,,,,
224,0.08780888468027115,11,,,,,
225,0.0958462506532669,11,,,,,
226,0.10469882935285568,11,,,,,
227,0.08727896958589554,11,,,,,
228,0.05239039659500122,11,,,,,
229,0.194999560713768,11,,,,,
230,0.11821931600570679,11,,,,,
231,0.11112826317548752,11,,,,,
232,0.12036504596471786,11,,,,,
233,0.13175339996814728,11,,,,,
234,0.08138672262430191,11,,,,,
235,0.1529093235731125,11,,,,,
236,0.09024211764335632,11,,,,,
237,0.07304664701223373,11,,,,,
238,0.0819474384188652,11,,,,,
239,0.06174086034297943,11,,,,,
33,,,0.03251359984278679,,,,
34,,,0.11709274351596832,,,,
35,,,0.006540223024785519,,,,
239,,11,,0.06402481347322464,,,
239,,11,,,0.1010994240641594,1.0,0.9583333134651184
240,0.10567235201597214,12,,,,,
241,0.09291955083608627,12,,,,,
242,0.2786252498626709,12,,,,,
243,0.09838757663965225,12,,,,,
244,0.04892348870635033,12,,,,,
245,0.08408617973327637,12,,,,,
246,0.07686889171600342,12,,,,,
247,0.1944824457168579,12,,,,,
248,0.11641716212034225,12,,,,,
249,0.1144990473985672,12,,,,,
250,0.08246162533760071,12,,,,,
251,0.08838599920272827,12,,,,,
252,0.12472210824489594,12,,,,,
253,0.05849757790565491,12,,,,,
254,0.08659207820892334,12,,,,,
255,0.0901305079460144,12,,,,,
256,0.050012748688459396,12,,,,,
257,0.038783226162195206,12,,,,,
258,0.05257550999522209,12,,,,,
259,0.1313636749982834,12,,,,,
36,,,0.029823748394846916,,,,
37,,,0.09826494008302689,,,,
38,,,0.00273086572997272,,,,
259,,12,,0.05436326190829277,,,
259,,12,,,0.09993461519479752,0.75,0.7083333134651184
260,0.1650499701499939,13,,,,,
261,0.08306235820055008,13,,,,,
262,0.12811028957366943,13,,,,,
263,0.17901508510112762,13,,,,,
264,0.02589130587875843,13,,,,,
265,0.050928760319948196,13,,,,,
266,0.08891377598047256,13,,,,,
267,0.056597936898469925,13,,,,,
268,0.152384415268898,13,,,,,
269,0.09988412261009216,13,,,,,
270,0.12634441256523132,13,,,,,
271,0.044145114719867706,13,,,,,
272,0.07317224889993668,13,,,,,
273,0.09237272292375565,13,,,,,
274,0.0825737714767456,13,,,,,
275,0.06626157462596893,13,,,,,
276,0.09670739620923996,13,,,,,
277,0.07434294372797012,13,,,,,
278,0.059516049921512604,13,,,,,
279,0.01698715053498745,13,,,,,
39,,,0.026687392964959145,,,,
40,,,0.09313511848449707,,,,
41,,,0.005694595165550709,,,,
279,,13,,0.051350727677345276,,,
279,,13,,,0.08993681520223618,1.0,0.9583333134651184
280,0.061420779675245285,14,,,,,
281,0.049112364649772644,14,,,,,
282,0.05931691825389862,14,,,,,
283,0.08276153355836868,14,,,,,
284,0.1199609711766243,14,,,,,
285,0.0835900604724884,14,,,,,
286,0.10871893167495728,14,,,,,
287,0.1250007450580597,14,,,,,
288,0.06713652610778809,14,,,,,
289,0.14585894346237183,14,,,,,
290,0.030722929164767265,14,,,,,
291,0.11875992268323898,14,,,,,
292,0.06649857014417648,14,,,,,
293,0.022627774626016617,14,,,,,
294,0.10131252557039261,14,,,,,
295,0.1353173702955246,14,,,,,
296,0.12077564746141434,14,,,,,
297,0.05948875471949577,14,,,,,
298,0.06048953905701637,14,,,,,
299,0.09033426642417908,14,,,,,
42,,,0.03209073469042778,,,,
43,,,0.09794234484434128,,,,
44,,,0.0036915610544383526,,,,
299,,14,,0.05533364415168762,,,
299,,14,,,0.08533526957035065,0.8333333134651184,0.8333333134651184
300,0.06220448017120361,15,,,,,
301,0.10202506184577942,15,,,,,
302,0.028683314099907875,15,,,,,
303,0.1306922882795334,15,,,,,
304,0.04774988070130348,15,,,,,
305,0.09003713726997375,15,,,,,
306,0.040718939155340195,15,,,,,
307,0.07474265247583389,15,,,,,
308,0.11193620413541794,15,,,,,
309,0.025529801845550537,15,,,,,
310,0.03189140558242798,15,,,,,
311,0.11564146727323532,15,,,,,
312,0.03774813562631607,15,,,,,
313,0.02717091515660286,15,,,,,
314,0.05506742745637894,15,,,,,
315,0.10747479647397995,15,,,,,
316,0.03305136039853096,15,,,,,
317,0.18058240413665771,15,,,,,
318,0.09737344086170197,15,,,,,
319,0.01094632688909769,15,,,,,
45,,,0.026958564296364784,,,,
46,,,0.10455133765935898,,,,
47,,,0.0022721881978213787,,,,
319,,15,,0.05573135241866112,,,
319,,15,,,0.07209201157093048,0.9583333134651184,0.9166666865348816
320,0.01609211042523384,16,,,,,
321,0.05901363864541054,16,,,,,
322,0.16800738871097565,16,,,,,
323,0.01479281485080719,16,,,,,
324,0.02149566262960434,16,,,,,
325,0.06820651888847351,16,,,,,
326,0.018037494271993637,16,,,,,
327,0.08335425704717636,16,,,,,
328,0.07290337979793549,16,,,,,
329,0.1286771297454834,16,,,,,
330,0.1169380247592926,16,,,,,
331,0.05373843014240265,16,,,,,
332,0.05234362185001373,16,,,,,
333,0.06930354982614517,16,,,,,
334,0.07076196372509003,16,,,,,
335,0.06835934519767761,16,,,,,
336,0.10921738296747208,16,,,,,
337,0.13323159515857697,16,,,,,
338,0.0326499305665493,16,,,,,
339,0.08549868315458298,16,,,,,
48,,,0.02382827363908291,,,,
49,,,0.07742945849895477,,,,
50,,,0.0053480202332139015,,,,
339,,16,,0.04347926005721092,,,
339,,16,,,0.07178838551044464,0.9583333134651184,0.9166666865348816
340,0.08332429826259613,17,,,,,
341,0.05061352625489235,17,,,,,
342,0.019066406413912773,17,,,,,
343,0.09237325936555862,17,,,,,
344,0.03213026374578476,17,,,,,
345,0.04112253710627556,17,,,,,
346,0.07233475893735886,17,,,,,
347,0.02196316607296467,17,,,,,
348,0.06732495129108429,17,,,,,
349,0.04319293424487114,17,,,,,
350,0.0811467170715332,17,,,,,
351,0.11686227470636368,17,,,,,
352,0.02881951443850994,17,,,,,
353,0.07222583889961243,17,,,,,
354,0.05405494198203087,17,,,,,
355,0.12842579185962677,17,,,,,
356,0.13435834646224976,17,,,,,
357,0.08944324404001236,17,,,,,
358,0.02442210726439953,17,,,,,
359,0.020933352410793304,17,,,,,
51,,,0.026567896828055382,,,,
52,,,0.08608998358249664,,,,
53,,,0.003572436748072505,,,,
359,,17,,0.04799896851181984,,,
359,,17,,,0.06480365991592407,1.0,0.9583333134651184
360,0.03479350730776787,18,,,,,
361,0.08254314959049225,18,,,,,
362,0.061893075704574585,18,,,,,
363,0.10565098375082016,18,,,,,
364,0.05424923822283745,18,,,,,
365,0.06302405148744583,18,,,,,
366,0.038390666246414185,18,,,,,
367,0.02160303108394146,18,,,,,
368,0.07596112042665482,18,,,,,
369,0.060616977512836456,18,,,,,
370,0.0741766095161438,18,,,,,
371,0.09830673784017563,18,,,,,
372,0.021854212507605553,18,,,,,
373,0.023501567542552948,18,,,,,
374,0.08858351409435272,18,,,,,
375,0.02065148763358593,18,,,,,
376,0.13350965082645416,18,,,,,
377,0.07535520941019058,18,,,,,
378,0.13639555871486664,18,,,,,
379,0.010042216628789902,18,,,,,
54,,,0.021589452400803566,,,,
55,,,0.06946603208780289,,,,
56,,,0.004189604427665472,,,,
379,,18,,0.03900066763162613,,,
379,,18,,,0.06544007360935211,0.9166666865348816,0.9166666865348816
380,0.01628035679459572,19,,,,,
381,0.13323582708835602,19,,,,,
382,0.018560966476798058,19,,,,,
383,0.10465610772371292,19,,,,,
384,0.026857489719986916,19,,,,,
385,0.06115811690688133,19,,,,,
386,0.04380963742733002,19,,,,,
387,0.03586103394627571,19,,,,,
388,0.07150179147720337,19,,,,,
389,0.04261881858110428,19,,,,,
390,0.05508644878864288,19,,,,,
391,0.045972954481840134,19,,,,,
392,0.037938233464956284,19,,,,,
393,0.06169098988175392,19,,,,,
394,0.0502115860581398,19,,,,,
395,0.12248068302869797,19,,,,,
396,0.0607905313372612,19,,,,,
397,0.037510450929403305,19,,,,,
398,0.0802728459239006,19,,,,,
399,0.02210911549627781,19,,,,,
57,,,0.023401886224746704,,,,
58,,,0.07774773240089417,,,,
59,,,0.0029947322327643633,,,,
399,,19,,0.04306216537952423,,,
399,,19,,,0.05731021985411644,0.9166666865348816,0.875
400,0.04242539778351784,20,,,,,
401,0.08766423910856247,20,,,,,
402,0.0476602241396904,20,,,,,
403,0.04117660969495773,20,,,,,
404,0.04697154834866524,20,,,,,
405,0.020222894847393036,20,,,,,
406,0.18650278449058533,20,,,,,
407,0.025418877601623535,20,,,,,
408,0.029740314930677414,20,,,,,
409,0.04250479117035866,20,,,,,
410,0.018995653837919235,20,,,,,
411,0.015233994461596012,20,,,,,
412,0.13346946239471436,20,,,,,
413,0.1426153928041458,20,,,,,
414,0.06846540421247482,20,,,,,
415,0.028912873938679695,20,,,,,
416,0.046454381197690964,20,,,,,
417,0.06851225346326828,20,,,,,
418,0.04610403999686241,20,,,,,
419,0.054964419454336166,20,,,,,
60,,,0.03048890456557274,,,,
61,,,0.06754261255264282,,,,
62,,,0.004062979482114315,,,,
419,,20,,0.04191794991493225,,,
419,,20,,,0.05982222408056259,0.9583333134651184,0.9166666865348816
420,0.11542617529630661,21,,,,,
421,0.0707230418920517,21,,,,,
422,0.03381158784031868,21,,,,,
423,0.03770161047577858,21,,,,,
424,0.07619038969278336,21,,,,,
425,0.021228507161140442,21,,,,,
426,0.08007417619228363,21,,,,,
427,0.12112314999103546,21,,,,,
428,0.07059580832719803,21,,,,,
429,0.03761187195777893,21,,,,,
430,0.020029757171869278,21,,,,,
431,0.049940548837184906,21,,,,,
432,0.016556628048419952,21,,,,,
433,0.03503689542412758,21,,,,,
434,0.09974630922079086,21,,,,,
435,0.017134351655840874,21,,,,,
436,0.02744501270353794,21,,,,,
437,0.05716083571314812,21,,,,,
438,0.0489007867872715,21,,,,,
439,0.044457029551267624,21,,,,,
63,,,0.02037789113819599,,,,
64,,,0.05973479151725769,,,,
65,,,0.004349201917648315,,,,
439,,21,,0.03441837057471275,,,
439,,21,,,0.054290562868118286,0.9583333134651184,0.9583333134651184
440,0.02690923772752285,22,,,,,
441,0.02768952026963234,22,,,,,
442,0.04850107803940773,22,,,,,
443,0.042372602969408035,22,,,,,
444,0.08441662788391113,22,,,,,
445,0.056912969797849655,22,,,,,
446,0.04721412807703018,22,,,,,
447,0.05369632691144943,22,,,,,
448,0.053409866988658905,22,,,,,
449,0.0384136326611042,22,,,,,
450,0.05664762109518051,22,,,,,
451,0.0770156979560852,22,,,,,
452,0.013428171165287495,22,,,,,
453,0.05451582744717598,22,,,,,
454,0.046029143035411835,22,,,,,
455,0.13725286722183228,22,,,,,
456,0.0268082395195961,22,,,,,
457,0.0425833985209465,22,,,,,
458,0.0251261368393898,22,,,,,
459,0.009907824918627739,22,,,,,
66,,,0.026724718511104584,,,,
67,,,0.060284048318862915,,,,
68,,,0.00442475825548172,,,,
459,,22,,0.03733391687273979,,,
459,,22,,,0.049430616199970245,0.9583333134651184,0.9166666865348816
460,0.04855623468756676,23,,,,,
461,0.01828109472990036,23,,,,,
462,0.07764314860105515,23,,,,,
463,0.1500098705291748,23,,,,,
464,0.013853485696017742,23,,,,,
465,0.02981039509177208,23,,,,,
466,0.1334330290555954,23,,,,,
467,0.037141043692827225,23,,,,,
468,0.025588180869817734,23,,,,,
469,0.02058562822639942,23,,,,,
470,0.04451965540647507,23,,,,,
471,0.02311139926314354,23,,,,,
472,0.021930372342467308,23,,,,,
473,0.03001844510436058,23,,,,,
474,0.04278092831373215,23,,,,,
475,0.11662385612726212,23,,,,,
476,0.028122013434767723,23,,,,,
477,0.08070880174636841,23,,,,,
478,0.06890701502561569,23,,,,,
479,0.0248500257730484,23,,,,,
69,,,0.025690171867609024,,,,
70,,,0.061873845756053925,,,,
71,,,0.001976863481104374,,,,
479,,23,,0.037181198596954346,,,
479,,23,,,0.052515365183353424,1.0,0.9583333134651184
480,0.09614178538322449,24,,,,,
481,0.08679524064064026,24,,,,,
482,0.014770853333175182,24,,,,,
483,0.051646072417497635,24,,,,,
484,0.04291155934333801,24,,,,,
485,0.03454553335905075,24,,,,,
486,0.059365227818489075,24,,,,,
487,0.013778597116470337,24,,,,,
488,0.046709656715393066,24,,,,,
489,0.03248830884695053,24,,,,,
490,0.047793254256248474,24,,,,,
491,0.022614432498812675,24,,,,,
492,0.028145048767328262,24,,,,,
493,0.03840860351920128,24,,,,,
494,0.04186774417757988,24,,,,,
495,0.0592910461127758,24,,,,,
496,0.07254298031330109,24,,,,,
497,0.09153258055448532,24,,,,,
498,0.04730845242738724,24,,,,,
499,0.043708015233278275,24,,,,,
72,,,0.02331473119556904,,,,
73,,,0.05261313542723656,,,,
74,,,0.0035550647880882025,,,,
499,,24,,0.032530952244997025,,,
499,,24,,,0.04874415323138237,0.9583333134651184,0.9166666865348816
500,0.018626900389790535,25,,,,,
501,0.0385349877178669,25,,,,,
502,0.08006167411804199,25,,,,,
503,0.008669866248965263,25,,,,,
504,0.046207766979932785,25,,,,,
505,0.02554571069777012,25,,,,,
506,0.032284416258335114,25,,,,,
507,0.052559614181518555,25,,,,,
508,0.08718331903219223,25,,,,,
509,0.03187401592731476,25,,,,,
510,0.030076509341597557,25,,,,,
511,0.019902687519788742,25,,,,,
512,0.012028510682284832,25,,,,,
513,0.031353019177913666,25,,,,,
514,0.07337961345911026,25,,,,,
515,0.03146611154079437,25,,,,,
516,0.15051701664924622,25,,,,,
517,0.04065466672182083,25,,,,,
518,0.12240154296159744,25,,,,,
519,0.013771094381809235,25,,,,,
75,,,0.02302798628807068,,,,
76,,,0.052904874086380005,,,,
77,,,0.0037325448356568813,,,,
519,,25,,0.032561078667640686,,,
519,,25,,,0.0482160784304142,0.9583333134651184,0.9166666865348816
520,0.02880600281059742,26,,,,,
521,0.023509996011853218,26,,,,,
522,0.013917186297476292,26,,,,,
523,0.07070079445838928,26,,,,,
524,0.05097858980298042,26,,,,,
525,0.05561774596571922,26,,,,,
526,0.014513778500258923,26,,,,,
527,0.02983524464070797,26,,,,,
528,0.008864481002092361,26,,,,,
529,0.015789734199643135,26,,,,,
530,0.014558742754161358,26,,,,,
531,0.048280902206897736,26,,,,,
532,0.057758256793022156,26,,,,,
533,0.10017069429159164,26,,,,,
534,0.07676799595355988,26,,,,,
535,0.12496955692768097,26,,,,,
536,0.015727544203400612,26,,,,,
537,0.02385520003736019,26,,,,,
538,0.052814655005931854,26,,,,,
539,0.1118723526597023,26,,,,,
78,,,0.023961780592799187,,,,
79,,,0.048089899122714996,,,,
80,,,0.00776769919320941,,,,
539,,26,,0.031564027070999146,,,
539,,26,,,0.04530119150876999,0.9583333134651184,0.9166666865348816
540,0.04333898052573204,27,,,,,
541,0.03503033146262169,27,,,,,
542,0.04588180035352707,27,,,,,
543,0.07228841632604599,27,,,,,
544,0.04283733665943146,27,,,,,
545,0.017352566123008728,27,,,,,
546,0.019727256149053574,27,,,,,
547,0.09342554211616516,27,,,,,
548,0.029218683019280434,27,,,,,
549,0.07729421555995941,27,,,,,
550,0.12063569575548172,27,,,,,
551,0.1078328788280487,27,,,,,
552,0.04066449776291847,27,,,,,
553,0.02273446135222912,27,,,,,
554,0.023456906899809837,27,,,,,
555,0.04887321591377258,27,,,,,
556,0.06436420977115631,27,,,,,
557,0.007892998866736889,27,,,,,
558,0.022071242332458496,27,,,,,
559,0.02671443298459053,27,,,,,
81,,,0.02673485316336155,,,,
82,,,0.052811603993177414,,,,
83,,,0.004318305756896734,,,,
559,,27,,0.0341750830411911,,,
559,,27,,,0.04862966388463974,0.9166666865348816,0.875
560,0.0506928414106369,28,,,,,
561,0.05876898020505905,28,,,,,
562,0.023959951475262642,28,,,,,
563,0.05535867065191269,28,,,,,
564,0.1040799617767334,28,,,,,
565,0.020484257489442825,28,,,,,
566,0.0366767980158329,28,,,,,
567,0.05292592570185661,28,,,,,
568,0.01314803771674633,28,,,,,
569,0.04941869154572487,28,,,,,
570,0.04253941401839256,28,,,,,
571,0.056481506675481796,28,,,,,
572,0.05801514908671379,28,,,,,
573,0.022568924352526665,28,,,,,
574,0.06993114203214645,28,,,,,
575,0.07323683798313141,28,,,,,
576,0.043877169489860535,28,,,,,
577,0.009439126588404179,28,,,,,
578,0.05506007745862007,28,,,,,
579,0.03643250837922096,28,,,,,
84,,,0.023358119651675224,,,,
85,,,0.047259896993637085,,,,
86,,,0.0049294112250208855,,,,
579,,28,,0.03051222860813141,,,
579,,28,,,0.0469169095158577,0.9166666865348816,0.875
580,0.11192349344491959,29,,,,,
581,0.0736609473824501,29,,,,,
582,0.007358028553426266,29,,,,,
583,0.07950249314308167,29,,,,,
584,0.03228425234556198,29,,,,,
585,0.024167269468307495,29,,,,,
586,0.050993382930755615,29,,,,,
587,0.03395524621009827,29,,,,,
588,0.005856063682585955,29,,,,,
589,0.060034673660993576,29,,,,,
590,0.015251947566866875,29,,,,,
591,0.0853845551609993,29,,,,,
592,0.03003554977476597,29,,,,,
593,0.04064689949154854,29,,,,,
594,0.04776662960648537,29,,,,,
595,0.03493303805589676,29,,,,,
596,0.032995760440826416,29,,,,,
597,0.03200806677341461,29,,,,,
598,0.03374850004911423,29,,,,,
599,0.055949579924345016,29,,,,,
87,,,0.02117067575454712,,,,
88,,,0.05055725947022438,,,,
89,,,0.003349661361426115,,,,
599,,29,,0.030730128288269043,,,
599,,29,,,0.04412725940346718,1.0,0.9583333134651184
600,0.01248911116272211,30,,,,,
601,0.046681709587574005,30,,,,,
602,0.03838372230529785,30,,,,,
603,0.02821858786046505,30,,,,,
604,0.053269706666469574,30,,,,,
