source_text,target_text


00d500000006020300020001:00d5000000050203020000|00d600000006020100010001:,00d60000000402010100
006600000006290100290001:00660000000429010100|00d600000006050300030001:,00d6000000050503020000
00d700000006010300010001:00d7000000050103020000|00d600000006050300030001:,00d6000000050503020000
00d700000006030100010001:00d70000000403010100|00d800000006020100010001:,00d80000000402010100
00d700000006030100010001:00d70000000403010100|00d800000006040100020001:,00d80000000404010100
00d800000006040100020001:00d80000000404010100|00d900000006010300010001:,00d9000000050103020000
00d900000006010300010001:00d9000000050103020000|00da00000006020100010001:,00da0000000402010100
00d900000006010300010001:00d9000000050103020000|00da00000006020300020001:,00da000000050203020000
00da00000006020300020001:00da000000050203020000|00db00000006010300010001:,00db000000050103020000
0067000000062a01002a0001:0067000000042a010100|00db00000006050300030001:,00db000000050503020000
00dc00000006020100010001:00dc0000000402010100|00db00000006050300030001:,00db000000050503020000
00dc00000006030100010001:00dc0000000403010100|00dc00000006030100010001:,00dc0000000403010100
00dd00000006010300010001:00dd000000050103020000|00dd00000006040100020001:,00dd0000000404010100
00de00000006020100010001:00de0000000402010100|00dd00000006040100020001:,00dd0000000404010100
0068000000062b01002b0001:0068000000042b010100|00de00000006010300010001:,00de000000050103020000
00df00000006010300010001:00df000000050103020000|00de00000006010300010001:,00de000000050103020000
00df00000006020300020001:00df000000050203020000|00e000000006020100010001:,00e00000000402010100
00df00000006020300020001:00df000000050203020000|00e000000006050300030001:,00e0000000050503020000
00e000000006050300030001:00e0000000050503020000|00e100000006010300010001:,00e1000000050103020000
00e100000006030100010001:00e10000000403010100|00e100000006030100010001:,00e10000000403010100
00e200000006020100010001:00e20000000402010100|00e200000006040100020001:,00e20000000404010100
00e200000006040100020001:00e20000000404010100|00e300000006010300010001:,00e3000000050103020000
0069000000062c01002c0001:0069000000042c010100|00e300000006010300010001:,00e3000000050103020000
00e300000006010300010001:00e3000000050103020000|00e400000006020100010001:,00e40000000402010100
00e400000006020300020001:00e4000000050203020000|00e400000006020300020001:,00e4000000050203020000
00e500000006010300010001:00e5000000050103020000|00e500000006050300030001:,00e5000000050503020000
00e500000006050300030001:00e5000000050503020000|00e600000006020100010001:,00e60000000402010100
00e600000006030100010001:00e60000000403010100|00e600000006030100010001:,00e60000000403010100
00e700000006010300010001:00e7000000050103020000|00e700000006040100020001:,00e70000000404010100
00e700000006040100020001:00e70000000404010100|00e800000006020100010001:,00e80000000402010100
00e800000006010300010001:00e8000000050103020000|00e800000006010300010001:,00e8000000050103020000
00e900000006010300010001:00e9000000050103020000|006a000000062d01002d0001:,006a000000042d010100
00e900000006020300020001:00e9000000050203020000|00e900000006020300020001:,00e9000000050203020000
00ea00000006020100010001:00ea0000000402010100|00ea00000006050300030001:,00ea000000050503020000
00ea00000006050300030001:00ea000000050503020000|00eb00000006010300010001:,00eb000000050103020000
006b000000062e01002e0001:006b000000042e010100|00eb00000006030100010001:,00eb0000000403010100
00ec00000006020100010001:00ec0000000402010100|00eb00000006030100010001:,00eb0000000403010100
00ec00000006040100020001:00ec0000000404010100|00ec00000006040100020001:,00ec0000000404010100
00ed00000006010300010001:00ed000000050103020000|00ed00000006010300010001:,00ed000000050103020000
00ed00000006010300010001:00ed000000050103020000|00ee00000006020100010001:,00ee0000000402010100
00ee00000006020300020001:00ee000000050203020000|00ee00000006020300020001:,00ee000000050203020000
00ef00000006010300010001:00ef000000050103020000|00ef00000006050300030001:,00ef000000050503020000
00ef00000006050300030001:00ef000000050503020000|00f000000006020100010001:,00f00000000402010100
00f000000006030100010001:00f00000000403010100|00f000000006030100010001:,00f00000000403010100
00f100000006010300010001:00f1000000050103020000|006c000000062f01002f0001:,006c000000042f010100
00f100000006040100020001:00f10000000404010100|00f200000006020100010001:,00f20000000402010100
00f100000006040100020001:00f10000000404010100|00f200000006010300010001:,00f2000000050103020000
00f200000006010300010001:00f2000000050103020000|00f300000006010300010001:,00f3000000050103020000
00f300000006020300020001:00f3000000050203020000|00f400000006020100010001:,00f40000000402010100
00f300000006020300020001:00f3000000050203020000|00f400000006050300030001:,00f4000000050503020000
00f500000006010300010001:00f5000000050103020000|00f400000006050300030001:,00f4000000050503020000
00f500000006030100010001:00f50000000403010100|00f500000006030100010001:,00f50000000403010100
00f600000006020100010001:00f60000000402010100|006d00000006300100300001:,006d0000000430010100
00f600000006040100020001:00f60000000404010100|00f600000006040100020001:,00f60000000404010100
00f700000006010300010001:00f7000000050103020000|00f700000006010300010001:,00f7000000050103020000
00f800000006020100010001:00f80000000402010100|00f700000006010300010001:,00f7000000050103020000
00f800000006020300020001:00f8000000050203020000|00f800000006020300020001:,00f8000000050203020000
006e00000006310100310001:006e0000000431010100|00f900000006010300010001:,00f9000000050103020000
00f900000006050300030001:00f9000000050503020000|00f900000006050300030001:,00f9000000050503020000
00fa00000006020100010001:00fa0000000402010100|00fa00000006030100010001:,00fa0000000403010100
00fb00000006010300010001:00fb000000050103020000|00fa00000006030100010001:,00fa0000000403010100
00fb00000006040100020001:00fb0000000404010100|00fc00000006020100010001:,00fc0000000402010100
00fb00000006040100020001:00fb0000000404010100|00fc00000006010300010001:,00fc000000050103020000
00fc00000006010300010001:00fc000000050103020000|00fd00000006010300010001:,00fd000000050103020000
00fe00000006020100010001:00fe0000000402010100|00fd00000006020300020001:,00fd000000050203020000
00fd00000006020300020001:00fd000000050203020000|006f00000006010300010001:,006f000000050103020000
00fe00000006050300030001:00fe000000050503020000|00ff00000006010300010001:,00ff000000050103020000
00fe00000006050300030001:00fe000000050503020000|010000000006020100010001:,01000000000402010100
00ff00000006030100010001:00ff0000000403010100|00ff00000006030100010001:,00ff0000000403010100
010000000006040100020001:01000000000404010100|010100000006010300010001:,0101000000050103020000
010000000006040100020001:01000000000404010100|010200000006020100010001:,01020000000402010100
010100000006010300010001:0101000000050103020000|010100000006010300010001:,0101000000050103020000
010200000006020300020001:0102000000050203020000|010200000006020300020001:,0102000000050203020000
010300000006010300010001:0103000000050103020000|010300000006050300030001:,0103000000050503020000
010300000006050300030001:0103000000050503020000|010400000006020100010001:,01040000000402010100
007000000006020300020001:0070000000050203020000|010400000006030100010001:,01040000000403010100
010500000006010300010001:0105000000050103020000|010400000006030100010001:,01040000000403010100
010500000006040100020001:01050000000404010100|007100000006040300030001:,0071000000050403020000
010500000006040100020001:01050000000404010100|010600000006020100010001:,01060000000402010100
010600000006010300010001:0106000000050103020000|010700000006010300010001:,0107000000050103020000
010600000006010300010001:0106000000050103020000|010700000006020300020001:,0107000000050203020000
010700000006020300020001:0107000000050203020000|010800000006020100010001:,01080000000402010100
010900000006010300010001:0109000000050103020000|010800000006050300030001:,0108000000050503020000
010800000006050300030001:0108000000050503020000|010a00000006020100010001:,010a0000000402010100
010900000006030100010001:01090000000403010100|010900000006030100010001:,01090000000403010100
010b00000006010300010001:010b000000050103020000|007200000006030300040001:,0072000000050303020000
010a00000006040100020001:010a0000000404010100|010a00000006040100020001:,010a0000000404010100
010c00000006020100010001:010c0000000402010100|010b00000006010300010001:,010b000000050103020000
010b00000006010300010001:010b000000050103020000|010d00000006010300010001:,010d000000050103020000
010c00000006020300020001:010c000000050203020000|010c00000006020300020001:,010c000000050203020000
010e00000006020100010001:010e0000000402010100|010d00000006050300030001:,010d000000050503020000
010d00000006050300030001:010d000000050503020000|010f00000006010300010001:,010f000000050103020000
010e00000006030100010001:010e0000000403010100|010e00000006030100010001:,010e0000000403010100
011000000006020100010001:01100000000402010100|010f00000006040100020001:,010f0000000404010100
010f00000006040100020001:010f0000000404010100|007300000006050300050001:,0073000000050503020000
011100000006010300010001:0111000000050103020000|011000000006010300010001:,0110000000050103020000
011000000006010300010001:0110000000050103020000|011200000006020100010001:,01120000000402010100
011100000006020300020001:0111000000050203020000|011100000006020300020001:,0111000000050203020000
011300000006010300010001:0113000000050103020000|011200000006050300030001:,0112000000050503020000
011200000006050300030001:0112000000050503020000|007400000006140100140001:,00740000000414010100
011400000006020100010001:01140000000402010100|011300000006030100010001:,01130000000403010100
011300000006030100010001:01130000000403010100|011500000006010300010001:,0115000000050103020000
011400000006040100020001:01140000000404010100|011400000006040100020001:,01140000000404010100
011600000006020100010001:01160000000402010100|011500000006010300010001:,0115000000050103020000
011500000006010300010001:0115000000050103020000|011700000006010300010001:,0117000000050103020000
011600000006020300020001:0116000000050203020000|011600000006020300020001:,0116000000050203020000
011800000006020100010001:01180000000402010100|011700000006050300030001:,0117000000050503020000
011700000006050300030001:0117000000050503020000|007500000006150100150001:,00750000000415010100
011900000006010300010001:0119000000050103020000|011800000006030100010001:,01180000000403010100
011800000006030100010001:01180000000403010100|011a00000006020100010001:,011a0000000402010100
011900000006040100020001:01190000000404010100|011900000006040100020001:,01190000000404010100
000100000006000300010001:0001000000050003020000|011b00000006010300010001:,011b000000050103020000
011a00000006010300010001:011a000000050103020000|011a00000006010300010001:,011a000000050103020000
011c00000006020100010001:011c0000000402010100|011b00000006020300020001:,011b000000050203020000
011b00000006020300020001:011b000000050203020000|011d00000006010300010001:,011d000000050103020000
011c00000006050300030001:011c000000050503020000|011c00000006050300030001:,011c000000050503020000
011e00000006020100010001:011e0000000402010100|007600000006160100160001:,00760000000416010100
011d00000006030100010001:011d0000000403010100|011d00000006030100010001:,011d0000000403010100
011f00000006010300010001:011f000000050103020000|011e00000006040100020001:,011e0000000404010100
011e00000006040100020001:011e0000000404010100|012000000006020100010001:,01200000000402010100
011f00000006010300010001:011f000000050103020000|011f00000006010300010001:,011f000000050103020000
007700000006170100170001:00770000000417010100|012100000006010300010001:,0121000000050103020000
012000000006020300020001:0120000000050203020000|012000000006020300020001:,0120000000050203020000
012200000006020100010001:01220000000402010100|012100000006050300030001:,0121000000050503020000
012100000006050300030001:0121000000050503020000|012300000006010300010001:,0123000000050103020000
012200000006030100010001:01220000000403010100|012200000006030100010001:,01220000000403010100
012400000006020100010001:01240000000402010100|012300000006040100020001:,01230000000404010100
012300000006040100020001:01230000000404010100|012500000006010300010001:,0125000000050103020000
012400000006010300010001:0124000000050103020000|012400000006010300010001:,0124000000050103020000
0078000000061e01001e0001:0078000000041e010100|012600000006020100010001:,01260000000402010100
012500000006020300020001:0125000000050203020000|012500000006020300020001:,0125000000050203020000
012700000006010300010001:0127000000050103020000|012600000006050300030001:,0126000000050503020000
012600000006050300030001:0126000000050503020000|012800000006020100010001:,01280000000402010100
012700000006030100010001:01270000000403010100|012700000006030100010001:,01270000000403010100
012900000006010300010001:0129000000050103020000|012800000006040100020001:,01280000000404010100
012800000006040100020001:01280000000404010100|012a00000006020100010001:,012a0000000402010100
012900000006010300010001:0129000000050103020000|012900000006010300010001:,0129000000050103020000
012b00000006010300010001:012b000000050103020000|0079000000061f01001f0001:,0079000000041f010100
012a00000006020300020001:012a000000050203020000|012a00000006020300020001:,012a000000050203020000
012c00000006020100010001:012c0000000402010100|012b00000006050300030001:,012b000000050503020000
012b00000006050300030001:012b000000050503020000|012d00000006010300010001:,012d000000050103020000
012c00000006030100010001:012c0000000403010100|012c00000006030100010001:,012c0000000403010100
012d00000006040100020001:012d0000000404010100|007a00000006200100200001:,007a0000000420010100
012d00000006040100020001:012d0000000404010100|012e00000006020100010001:,012e0000000402010100
012e00000006010300010001:012e000000050103020000|012e00000006010300010001:,012e000000050103020000
012f00000006010300010001:012f000000050103020000|012f00000006020300020001:,012f000000050203020000
012f00000006020300020001:012f000000050203020000|013000000006020100010001:,01300000000402010100
013000000006050300030001:0130000000050503020000|013000000006050300030001:,0130000000050503020000
013100000006010300010001:0131000000050103020000|013100000006030100010001:,01310000000403010100
013200000006020100010001:01320000000402010100|013100000006030100010001:,01310000000403010100
013200000006040100020001:01320000000404010100|013300000006010300010001:,0133000000050103020000
013200000006040100020001:01320000000404010100|007b00000006210100210001:,007b0000000421010100
013300000006010300010001:0133000000050103020000|013400000006020100010001:,01340000000402010100
013300000006010300010001:0133000000050103020000|013400000006020300020001:,0134000000050203020000
013400000006020300020001:0134000000050203020000|013500000006010300010001:,0135000000050103020000
013500000006050300030001:0135000000050503020000|013600000006020100010001:,01360000000402010100
013500000006050300030001:0135000000050503020000|013600000006030100010001:,01360000000403010100
013700000006010300010001:0137000000050103020000|013600000006030100010001:,01360000000403010100
013800000006020100010001:01380000000402010100|013700000006040100020001:,01370000000404010100
013700000006040100020001:01370000000404010100|007c00000006220100220001:,007c0000000422010100
013900000006010300010001:0139000000050103020000|013800000006010300010001:,0138000000050103020000
013800000006010300010001:0138000000050103020000|013900000006020300020001:,0139000000050203020000
013900000006020300020001:0139000000050203020000|013a00000006020100010001:,013a0000000402010100
013a00000006050300030001:013a000000050503020000|013a00000006050300030001:,013a000000050503020000
013b00000006010300010001:013b000000050103020000|007d00000006230100230001:,007d0000000423010100
013b00000006030100010001:013b0000000403010100|013b00000006030100010001:,013b0000000403010100
013c00000006020100010001:013c0000000402010100|013c00000006040100020001:,013c0000000404010100
013c00000006040100020001:013c0000000404010100|013d00000006010300010001:,013d000000050103020000
013d00000006010300010001:013d000000050103020000|013d00000006010300010001:,013d000000050103020000
013e00000006020100010001:013e0000000402010100|013e00000006020300020001:,013e000000050203020000
013f00000006010300010001:013f000000050103020000|013e00000006020300020001:,013e000000050203020000
014000000006020100010001:01400000000402010100|013f00000006050300030001:,013f000000050503020000
013f00000006050300030001:013f000000050503020000|007e00000006240100240001:,007e0000000424010100
014000000006030100010001:01400000000403010100|014000000006030100010001:,01400000000403010100
014100000006010300010001:0141000000050103020000|014100000006040100020001:,01410000000404010100
014200000006020100010001:01420000000402010100|014100000006040100020001:,01410000000404010100
014200000006010300010001:0142000000050103020000|014200000006010300010001:,0142000000050103020000
014300000006010300010001:0143000000050103020000|014400000006020100010001:,01440000000402010100
014300000006020300020001:0143000000050203020000|014300000006020300020001:,0143000000050203020000
014500000006010300010001:0145000000050103020000|014400000006050300030001:,0144000000050503020000
014400000006050300030001:0144000000050503020000|014500000006030100010001:,01450000000403010100
014500000006030100010001:01450000000403010100|007f00000006250100250001:,007f0000000425010100
014600000006020100010001:01460000000402010100|014700000006010300010001:,0147000000050103020000
014600000006040100020001:01460000000404010100|014600000006040100020001:,01460000000404010100
014700000006010300010001:0147000000050103020000|014700000006010300010001:,0147000000050103020000
014800000006020100010001:01480000000402010100|008000000006260100260001:,00800000000426010100
014800000006020300020001:0148000000050203020000|014800000006020300020001:,0148000000050203020000
014900000006010300010001:0149000000050103020000|014900000006050300030001:,0149000000050503020000
014900000006050300030001:0149000000050503020000|014a00000006020100010001:,014a0000000402010100
014a00000006030100010001:014a0000000403010100|014a00000006030100010001:,014a0000000403010100
014b00000006010300010001:014b000000050103020000|014b00000006040100020001:,014b0000000404010100
014c00000006020100010001:014c0000000402010100|014b00000006040100020001:,014b0000000404010100
014c00000006010300010001:014c000000050103020000|014d00000006010300010001:,014d000000050103020000
014c00000006010300010001:014c000000050103020000|014d00000006020300020001:,014d000000050203020000
014d00000006020300020001:014d000000050203020000|008100000006270100270001:,00810000000427010100
014e00000006020100010001:014e0000000402010100|014e00000006050300030001:,014e000000050503020000
014f00000006010300010001:014f000000050103020000|014e00000006050300030001:,014e000000050503020000
014f00000006030100010001:014f0000000403010100|014f00000006030100010001:,014f0000000403010100
015000000006020100010001:01500000000402010100|015000000006040100020001:,01500000000404010100
015000000006040100020001:01500000000404010100|015100000006010300010001:,0151000000050103020000
015100000006010300010001:0151000000050103020000|015100000006010300010001:,0151000000050103020000
015200000006020100010001:01520000000402010100|015200000006020300020001:,0152000000050203020000
015200000006020300020001:0152000000050203020000|015300000006010300010001:,0153000000050103020000
008200000006280100280001:00820000000428010100|015300000006050300030001:,0153000000050503020000
015400000006020100010001:01540000000402010100|015300000006050300030001:,0153000000050503020000
015400000006030100010001:01540000000403010100|015400000006030100010001:,01540000000403010100
015500000006010300010001:0155000000050103020000|015500000006040100020001:,01550000000404010100
015500000006040100020001:01550000000404010100|015600000006020100010001:,01560000000402010100
008300000006290100290001:00830000000429010100|015600000006010300010001:,0156000000050103020000
015700000006010300010001:0157000000050103020000|015600000006010300010001:,0156000000050103020000
015700000006020300020001:0157000000050203020000|015700000006020300020001:,0157000000050203020000
015800000006020100010001:01580000000402010100|015800000006050300030001:,0158000000050503020000
015900000006010300010001:0159000000050103020000|015800000006050300030001:,0158000000050503020000
015900000006030100010001:01590000000403010100|015900000006030100010001:,01590000000403010100
015a00000006020100010001:015a0000000402010100|015a00000006040100020001:,015a0000000404010100
015a00000006040100020001:015a0000000404010100|015b00000006010300010001:,015b000000050103020000
0084000000062a01002a0001:0084000000042a010100|015b00000006010300010001:,015b000000050103020000
015b00000006010300010001:015b000000050103020000|015c00000006020100010001:,015c0000000402010100
015c00000006020300020001:015c000000050203020000|015c00000006020300020001:,015c000000050203020000
015d00000006010300010001:015d000000050103020000|015d00000006050300030001:,015d000000050503020000
015e00000006020100010001:015e0000000402010100|015d00000006050300030001:,015d000000050503020000
015e00000006030100010001:015e0000000403010100|015e00000006030100010001:,015e0000000403010100
015f00000006010300010001:015f000000050103020000|016000000006020100010001:,01600000000402010100
015f00000006040100020001:015f0000000404010100|015f00000006040100020001:,015f0000000404010100
0085000000062b01002b0001:0085000000042b010100|016000000006010300010001:,0160000000050103020000
016100000006010300010001:0161000000050103020000|016000000006010300010001:,0160000000050103020000
016100000006020300020001:0161000000050203020000|016100000006020300020001:,0161000000050203020000
016200000006020100010001:01620000000402010100|016200000006050300030001:,0162000000050503020000
016200000006050300030001:0162000000050503020000|016300000006010300010001:,0163000000050103020000
0086000000062c01002c0001:0086000000042c010100|016400000006020100010001:,01640000000402010100
016300000006030100010001:01630000000403010100|016300000006030100010001:,01630000000403010100
016400000006040100020001:01640000000404010100|016400000006040100020001:,01640000000404010100
016500000006010300010001:0165000000050103020000|016500000006010300010001:,0165000000050103020000
016600000006020100010001:01660000000402010100|016500000006010300010001:,0165000000050103020000
016600000006020300020001:0166000000050203020000|016700000006010300010001:,0167000000050103020000
016600000006020300020001:0166000000050203020000|016700000006050300030001:,0167000000050503020000
016700000006050300030001:0167000000050503020000|016800000006020100010001:,01680000000402010100
0087000000062d01002d0001:0087000000042d010100|016800000006030100010001:,01680000000403010100
016900000006010300010001:0169000000050103020000|016800000006030100010001:,01680000000403010100
016900000006040100020001:01690000000404010100|016900000006040100020001:,01690000000404010100
016a00000006020100010001:016a0000000402010100|016a00000006010300010001:,016a000000050103020000
016a00000006010300010001:016a000000050103020000|016b00000006010300010001:,016b000000050103020000
016b00000006020300020001:016b000000050203020000|016b00000006020300020001:,016b000000050203020000
016c00000006020100010001:016c0000000402010100|016c00000006050300030001:,016c000000050503020000
016d00000006010300010001:016d000000050103020000|016c00000006050300030001:,016c000000050503020000
0088000000062e01002e0001:0088000000042e010100|016d00000006030100010001:,016d0000000403010100
016d00000006030100010001:016d0000000403010100|016e00000006020100010001:,016e0000000402010100
016e00000006040100020001:016e0000000404010100|016e00000006040100020001:,016e0000000404010100
016f00000006010300010001:016f000000050103020000|016f00000006010300010001:,016f000000050103020000
016f00000006010300010001:016f000000050103020000|017000000006020100010001:,01700000000402010100
0089000000062f01002f0001:0089000000042f010100|017000000006020300020001:,0170000000050203020000
017100000006010300010001:0171000000050103020000|017000000006020300020001:,0170000000050203020000
017100000006050300030001:0171000000050503020000|017100000006050300030001:,0171000000050503020000
017200000006020100010001:01720000000402010100|017200000006030100010001:,01720000000403010100
017200000006030100010001:01720000000403010100|017300000006010300010001:,0173000000050103020000
017300000006040100020001:01730000000404010100|017400000006020100010001:,01740000000402010100
017300000006040100020001:01730000000404010100|017400000006010300010001:,0174000000050103020000
017400000006010300010001:0174000000050103020000|017500000006010300010001:,0175000000050103020000
017500000006020300020001:0175000000050203020000|017500000006020300020001:,0175000000050203020000
008a00000006300100300001:008a0000000430010100|017600000006020100010001:,01760000000402010100
017700000006010300010001:0177000000050103020000|017600000006050300030001:,0176000000050503020000
017600000006050300030001:0176000000050503020000|017700000006030100010001:,01770000000403010100
017700000006030100010001:01770000000403010100|017800000006020100010001:,01780000000402010100
017800000006040100020001:01780000000404010100|017800000006040100020001:,01780000000404010100
017900000006010300010001:0179000000050103020000|017900000006010300010001:,0179000000050103020000
017900000006010300010001:0179000000050103020000|017a00000006020100010001:,017a0000000402010100
017a00000006020300020001:017a000000050203020000|017a00000006020300020001:,017a000000050203020000
017b00000006010300010001:017b000000050103020000|008b00000006310100310001:,008b0000000431010100
017b00000006050300030001:017b000000050503020000|017b00000006050300030001:,017b000000050503020000
017c00000006020100010001:017c0000000402010100|017c00000006030100010001:,017c0000000403010100
017c00000006030100010001:017c0000000403010100|017d00000006010300010001:,017d000000050103020000
008c00000006010300010001:008c000000050103020000|017d00000006040100020001:,017d0000000404010100
017e00000006020100010001:017e0000000402010100|017d00000006040100020001:,017d0000000404010100
017e00000006010300010001:017e000000050103020000|017e00000006010300010001:,017e000000050103020000
017f00000006010300010001:017f000000050103020000|017f00000006020300020001:,017f000000050203020000
017f00000006020300020001:017f000000050203020000|018000000006020100010001:,01800000000402010100
018000000006050300030001:0180000000050503020000|018100000006010300010001:,0181000000050103020000
018000000006050300030001:0180000000050503020000|018100000006030100010001:,01810000000403010100
018100000006030100010001:01810000000403010100|018200000006020100010001:,01820000000402010100
018200000006040100020001:01820000000404010100|018200000006040100020001:,01820000000404010100
018300000006010300010001:0183000000050103020000|008d00000006020300020001:,008d000000050203020000
000100000006000300010001:0001000000050003020000|018400000006020100010001:,01840000000402010100
018300000006010300010001:0183000000050103020000|018300000006010300010001:,0183000000050103020000
000100000006000300050001:0001000000050003020000|018400000006020300020001:,0184000000050203020000
018400000006020300020001:0184000000050203020000|018500000006010300010001:,0185000000050103020000
018500000006050300030001:0185000000050503020000|018500000006050300030001:,0185000000050503020000
018600000006020100010001:01860000000402010100|018600000006030100010001:,01860000000403010100
018600000006030100010001:01860000000403010100|018700000006010300010001:,0187000000050103020000
018700000006040100020001:01870000000404010100|018700000006040100020001:,01870000000404010100
018800000006020100010001:01880000000402010100|008e00000006040300030001:,008e000000050403020000
018800000006010300010001:0188000000050103020000|018900000006010300010001:,0189000000050103020000
018800000006010300010001:0188000000050103020000|018900000006020300020001:,0189000000050203020000
018a00000006020100010001:018a0000000402010100|018900000006020300020001:,0189000000050203020000
018a00000006050300030001:018a000000050503020000|018a00000006050300030001:,018a000000050503020000
018b00000006010300010001:018b000000050103020000|008f00000006030300040001:,008f000000050303020000
018b00000006030100010001:018b0000000403010100|018b00000006030100010001:,018b0000000403010100
018c00000006020100010001:018c0000000402010100|018c00000006040100020001:,018c0000000404010100
018d00000006010300010001:018d000000050103020000|018c00000006040100020001:,018c0000000404010100
018d00000006010300010001:018d000000050103020000|018d00000006010300010001:,018d000000050103020000
018e00000006020100010001:018e0000000402010100|018e00000006020300020001:,018e000000050203020000
018e00000006020300020001:018e000000050203020000|018f00000006010300010001:,018f000000050103020000
019000000006020100010001:01900000000402010100|018f00000006050300030001:,018f000000050503020000
018f00000006050300030001:018f000000050503020000|009000000006050300050001:,0090000000050503020000
019100000006010300010001:0191000000050103020000|019000000006030100010001:,01900000000403010100
019000000006030100010001:01900000000403010100|019100000006040100020001:,01910000000404010100
019100000006040100020001:01910000000404010100|019200000006020100010001:,01920000000402010100
019200000006010300010001:0192000000050103020000|019300000006010300010001:,0193000000050103020000
019200000006010300010001:0192000000050103020000|019300000006020300020001:,0193000000050203020000
019300000006020300020001:0193000000050203020000|019400000006020100010001:,01940000000402010100
019400000006050300030001:0194000000050503020000|019500000006010300010001:,0195000000050103020000
019400000006050300030001:0194000000050503020000|019500000006030100010001:,01950000000403010100
019500000006030100010001:01950000000403010100|019600000006020100010001:,01960000000402010100
009100000006140100140001:00910000000414010100|019600000006040100020001:,01960000000404010100
019700000006010300010001:0197000000050103020000|019600000006040100020001:,01960000000404010100
019800000006020100010001:01980000000402010100|019700000006010300010001:,0197000000050103020000
019700000006010300010001:0197000000050103020000|009200000006150100150001:,00920000000415010100
019800000006020300020001:0198000000050203020000|019800000006020300020001:,0198000000050203020000
019900000006010300010001:0199000000050103020000|019a00000006020100010001:,019a0000000402010100
019900000006050300030001:0199000000050503020000|019900000006050300030001:,0199000000050503020000
019a00000006030100010001:019a0000000403010100|019b00000006010300010001:,019b000000050103020000
019a00000006030100010001:019a0000000403010100|019b00000006040100020001:,019b0000000404010100
019c00000006020100010001:019c0000000402010100|019b00000006040100020001:,019b0000000404010100
019c00000006010300010001:019c000000050103020000|019c00000006010300010001:,019c000000050103020000
019d00000006010300010001:019d000000050103020000|019d00000006020300020001:,019d000000050203020000
009300000006160100160001:00930000000416010100|019d00000006020300020001:,019d000000050203020000
019e00000006020100010001:019e0000000402010100|019e00000006050300030001:,019e000000050503020000
019e00000006050300030001:019e000000050503020000|019f00000006010300010001:,019f000000050103020000
019f00000006030100010001:019f0000000403010100|019f00000006030100010001:,019f0000000403010100
01a000000006020100010001:01a00000000402010100|01a000000006040100020001:,01a00000000404010100
